,index,TeamName,PointsPerGame_x,Score_x,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,FirstDowns,ThirdDownConversions,ThirdDownAttempts,ThirdDownPercentage,RedZoneConversions,RedZoneAttempts,RedZonePercentage,Penalties,PenaltyYards,TimeOfPossession_x,TurnoverDifferential,curYear,nextYear,PointsPerGame_y,RushingYards_x,RushingYardsPerAttempt_x,OpponentTacklesForLoss,OpponentTacklesForLossPercentage,TimesSacked_x,TimesSackedPercentage,OpponentQuarterbackHits,OpponentQuarterbackHitsPercentage,PointsPerGame_x,Score_y,PassingCompletions_x,PassingAttempts,CompletionPercentage,PassingYards_x,PassingYardsPerAttempt_x,PassingYardsPerCompletion,PassingTouchdowns_x,PassingInterceptions,FirstDownsByPassing_x,TimesSacked_y,TimesSackedYards,PasserRating,PointsPerGame_y,Score_x,RushingAttempts,RushingYards_y,RushingYardsPerAttempt_y,RushingTouchdowns,FirstDownsByRushing,TimeOfPossession_y,PointsPerGame,Score_y,PassingCompletions_y,PassingYards_y,PassingYardsPerAttempt_y,PassingTouchdowns_y,FirstDownsByPassing_y,OpponentPointsPerGame_x,OpponentScore_x,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentFirstDowns,OpponentThirdDownConversions,OpponentThirdDownAttempts,OpponentThirdDownPercentage,OpponentRedZoneConversions,OpponentRedZoneAttempts,OpponentRedZonePercentage,OpponentPenalties,OpponentPenaltyYards,OpponentTimeOfPossession_x,OpponentTurnoverDifferential,OpponentPointsPerGame_y,OpponentRushingYards_x,OpponentRushingYardsPerAttempt_x,TacklesForLoss,TacklesForLossPercentage,OpponentTimesSacked_x,OpponentTimesSackedPercentage,QuarterbackHits,QuarterbackHitsPercentage,OpponentPointsPerGame_x,OpponentScore_y,OpponentPassingCompletions_x,OpponentPassingAttempts,OpponentCompletionPercentage,OpponentPassingYards_x,OpponentPassingYardsPerAttempt_x,OpponentPassingYardsPerCompletion,OpponentPassingTouchdowns_x,OpponentPassingInterceptions,OpponentFirstDownsByPassing_x,OpponentTimesSacked_y,OpponentTimesSackedYards,OpponentPasserRating,OpponentPointsPerGame_y,OpponentScore_x,OpponentRushingAttempts,OpponentRushingYards_y,OpponentRushingYardsPerAttempt_y,OpponentRushingTouchdowns,OpponentFirstDownsByRushing,OpponentTimeOfPossession_y,OpponentPointsPerGame,OpponentScore_y,OpponentPassingCompletions_y,OpponentPassingYards_y,OpponentPassingYardsPerAttempt_y,OpponentPassingTouchdowns_y,OpponentFirstDownsByPassing_y
147,19,49ers,19.1,306,1010,5238,5.2,303,86,214,40.2,19,44,43.2,116,939,32:44,7,2014,2015,19.1,2175,4.6,95,20.2,52,9.6,70,13.0,19.1,306,292,487,60.0,3063,6.3,10.5,20,10,165,52,undefined,83,19.1,306,471,2175,4.6,10,104,32:44,19.1,306,292,3063,6.3,20,165,21.2,340,989,5143,5.2,308,88,203,43.3,27,44,61.4,122,909,29:11,-7,21.2,1612,4.0,76,18.9,36,6.1,76,12.9,21.2,340,324,551,58.8,3531,6.4,10.9,29,23,188,36,200,78,21.2,340,402,1612,4.0,7,83,29:11,21.2,340,324,3531,6.4,29,188
148,20,Bears,19.9,319,1005,5233,5.2,322,78,207,37.7,30,47,63.8,113,998,30:13,-5,2014,2015,19.9,1441,4.1,72,20.3,41,6.3,78,12.0,19.9,319,396,609,65.0,3792,6.2,9.6,30,19,194,41,undefined,86,19.9,319,355,1441,4.1,8,91,30:13,19.9,319,396,3792,6.2,30,194,27.6,442,1009,6034,6.0,325,85,201,42.3,37,71,52.1,106,978,30:06,5,27.6,1804,4.3,67,15.9,39,6.6,76,12.9,27.6,442,366,548,66.8,4230,7.7,11.6,34,14,227,39,228,100,27.6,442,422,1804,4.3,12,78,30:06,27.6,442,366,4230,7.7,34,227
149,21,Jets,17.7,283,1052,5225,5.0,289,91,234,38.9,17,47,36.2,109,932,31:01,-11,2014,2015,17.7,2279,4.5,83,16.4,47,8.6,86,15.8,17.7,283,287,498,57.6,2946,5.9,10.3,16,15,154,47,undefined,73,17.7,283,507,2279,4.5,11,112,31:01,17.7,283,287,2946,5.9,16,154,25.1,401,976,5235,5.4,300,99,219,45.2,29,49,59.2,91,781,29:16,11,25.1,1489,3.8,69,17.6,45,7.7,105,18.0,25.1,401,345,538,64.1,3746,7.0,10.9,31,6,194,45,310,99,25.1,401,393,1489,3.8,11,74,29:16,25.1,401,345,3746,7.0,31,194
150,22,Browns,18.7,299,1010,5193,5.1,294,61,207,29.5,24,49,49.0,116,932,28:13,6,2014,2015,18.7,1712,3.6,89,18.7,30,5.6,76,14.3,18.7,299,275,503,54.7,3481,6.9,12.7,12,16,179,30,undefined,71,18.7,299,477,1712,3.6,17,88,28:13,18.7,299,275,3481,6.9,12,179,21.1,337,1118,5844,5.2,348,90,239,37.7,25,54,46.3,98,769,32:47,-6,21.1,2260,4.5,66,13.2,31,5.0,65,10.5,21.1,337,335,587,57.1,3584,6.1,10.7,22,21,184,31,199,73,21.1,337,500,2260,4.5,13,126,32:47,21.1,337,335,3584,6.1,22,184
151,23,Cardinals,19.4,310,993,5116,5.2,302,90,224,40.2,16,38,42.1,91,707,30:48,8,2014,2015,19.4,1308,3.3,77,19.4,28,4.7,99,16.6,19.4,310,320,568,56.3,3808,6.7,11.9,21,12,191,28,undefined,80,19.4,310,397,1308,3.3,6,67,30:48,19.4,310,320,3808,6.7,21,191,18.7,299,1012,5891,5.8,300,81,216,37.5,18,41,43.9,130,1192,30:12,-8,18.7,1739,4.4,86,21.6,35,5.7,77,12.5,18.7,299,365,579,63.0,4152,7.2,11.4,22,18,195,35,244,84,18.7,299,398,1739,4.4,9,77,30:12,18.7,299,365,4152,7.2,22,195
152,24,Chiefs,22.1,353,962,5100,5.3,309,80,201,39.8,28,48,58.3,88,681,30:00,-3,2014,2015,22.1,1918,4.6,85,20.2,49,9.0,79,14.6,22.1,353,320,493,64.9,3182,6.5,9.9,18,6,184,49,undefined,90,22.1,353,420,1918,4.6,18,92,30:00,22.1,353,320,3182,6.5,18,184,17.6,281,1024,5288,5.2,310,79,216,36.6,21,54,38.9,107,851,30:00,3,17.6,2036,4.7,71,16.4,46,7.8,84,14.2,17.6,281,318,545,58.3,3252,6.0,10.2,22,6,184,46,253,84,17.6,281,433,2036,4.7,4,108,30:00,17.6,281,318,3252,6.0,22,184
153,25,Bills,21.4,343,1020,5096,5.0,273,84,229,36.7,22,51,43.1,124,1022,30:45,7,2014,2015,21.4,1482,3.7,82,20.4,39,6.3,86,13.9,21.4,343,363,579,62.7,3614,6.2,10.0,23,13,186,39,undefined,84,21.4,343,402,1482,3.7,7,65,30:45,21.4,343,363,3614,6.2,23,186,18.1,289,1027,4988,4.9,302,73,220,33.2,22,44,50.0,104,849,31:35,-7,18.1,1705,4.1,96,23.1,52,8.5,90,14.7,18.1,289,337,559,60.3,3283,5.9,9.7,16,19,171,52,307,72,18.1,289,416,1705,4.1,10,89,31:35,18.1,289,337,3283,5.9,16,171
154,26,Vikings,20.3,325,980,5039,5.1,288,82,210,39.0,21,39,53.8,100,836,29:52,-1,2014,2015,20.3,1805,4.4,84,20.4,52,9.1,97,17.0,20.3,325,322,517,62.3,3234,6.3,10.0,17,18,171,52,undefined,76,20.3,325,411,1805,4.4,13,90,29:52,20.3,325,322,3234,6.3,17,171,21.4,343,1026,5515,5.4,321,90,217,41.5,26,48,54.2,112,938,31:26,1,21.4,1943,4.3,68,15.1,41,7.1,89,15.5,21.4,343,354,535,66.2,3572,6.7,10.1,26,13,189,41,217,91,21.4,343,450,1943,4.3,10,100,31:26,21.4,343,354,3572,6.7,26,189
155,27,Rams,20.2,324,957,5035,5.3,288,68,192,35.4,22,44,50.0,123,1139,29:13,-2,2014,2015,20.2,1635,4.1,86,21.8,47,8.4,87,15.5,20.2,324,327,515,63.5,3400,6.6,10.4,20,16,189,47,undefined,82,20.2,324,395,1635,4.1,11,79,29:13,20.2,324,327,3400,6.6,20,189,22.1,354,1004,5617,5.6,301,82,212,38.7,18,39,46.2,105,882,31:47,2,22.1,1766,4.2,90,21.3,41,7.1,72,12.4,22.1,354,368,540,68.1,3851,7.1,10.5,18,13,189,41,275,90,22.1,354,423,1766,4.2,12,83,31:47,22.1,354,368,3851,7.1,18,189
156,28,Titans,15.9,254,919,4859,5.3,258,59,196,30.1,19,39,48.7,111,961,28:31,-10,2014,2015,15.9,1447,4.1,70,19.7,50,8.9,91,16.2,15.9,254,299,513,58.3,3412,6.7,11.4,20,16,159,50,undefined,78,15.9,254,356,1447,4.1,6,75,28:31,15.9,254,299,3412,6.7,20,159,27.4,438,1099,5968,5.4,357,94,227,41.4,37,63,58.7,93,731,32:29,10,27.4,2194,4.3,89,17.3,39,6.7,64,11.0,27.4,438,347,545,63.7,3774,6.9,10.9,28,12,211,39,222,92,27.4,438,515,2194,4.3,17,119,32:29,27.4,438,347,3774,6.9,28,211
157,29,Buccaneers,17.3,277,937,4672,5.0,263,76,203,37.4,21,39,53.8,118,939,27:17,-8,2014,2015,17.3,1375,3.9,78,22.0,52,8.9,120,20.6,17.3,277,301,531,56.7,3297,6.2,11.0,21,20,162,52,undefined,73,17.3,277,354,1375,3.9,7,72,27:17,17.3,277,301,3297,6.2,21,162,25.6,410,1068,5903,5.5,353,93,213,43.7,32,52,61.5,106,935,33:05,8,25.6,1813,3.9,93,19.8,35,5.8,71,11.9,25.6,410,387,564,68.6,4090,7.3,10.6,28,14,223,35,204,96,25.6,410,469,1813,3.9,15,103,33:05,25.6,410,387,4090,7.3,28,223
158,30,Jaguars,15.6,249,989,4633,4.7,271,69,216,31.9,13,32,40.6,73,573,27:11,-6,2014,2015,15.6,1633,4.5,105,29.1,71,11.3,117,18.6,15.6,249,325,557,58.3,3000,5.4,9.2,15,18,154,71,undefined,69,15.6,249,361,1633,4.5,9,86,27:11,15.6,249,325,3000,5.4,15,154,25.8,412,1085,5932,5.5,329,101,236,42.8,27,56,48.2,115,886,33:49,6,25.8,2033,4.1,84,16.8,45,7.7,70,11.9,25.8,412,355,541,65.6,3899,7.2,11.0,24,6,200,45,275,97,25.8,412,499,2033,4.1,15,107,33:49,25.8,412,355,3899,7.2,24,200
159,31,Raiders,15.8,253,994,4515,4.5,248,80,236,33.9,21,29,72.4,116,939,28:20,-15,2014,2015,15.8,1235,3.7,69,20.4,27,4.1,55,8.4,15.8,253,365,629,58.0,3280,5.2,9.0,22,16,173,27,undefined,73,15.8,253,338,1235,3.7,4,56,28:20,15.8,253,365,3280,5.2,22,173,28.2,452,1041,5721,5.5,320,85,221,38.5,30,57,52.6,116,941,32:40,15,28.2,1911,4.0,76,15.8,22,3.9,54,9.6,28.2,452,343,538,63.8,3810,7.1,11.1,29,9,190,22,157,96,28.2,452,481,1911,4.0,17,95,32:40,28.2,452,343,3810,7.1,29,190
160,0,Cardinals,30.6,489,1041,6533,6.3,373,93,198,47.0,38,63,60.3,94,758,32:04,9,2015,2016,30.6,1917,4.2,65,14.4,27,4.6,103,17.5,30.6,489,353,562,62.8,4616,8.2,13.1,35,13,237,27,undefined,100,30.6,489,452,1917,4.2,16,92,32:04,30.6,489,353,4616,8.2,35,237,19.6,313,982,5147,5.2,284,75,210,35.7,26,47,55.3,130,1202,28:56,-9,19.6,1460,3.9,81,21.7,36,5.9,104,17.1,19.6,313,343,573,59.9,3687,6.4,10.7,24,19,177,36,270,79,19.6,313,373,1460,3.9,9,79,28:56,19.6,313,343,3687,6.4,24,177
161,1,Saints,25.5,408,1096,6461,5.9,381,104,218,47.7,35,58,60.3,130,1112,31:21,2,2015,2016,25.5,1491,3.8,65,16.4,32,4.6,78,11.2,25.5,408,460,667,69.0,4970,7.5,10.8,32,12,247,32,undefined,99,25.5,408,397,1491,3.8,16,98,31:21,25.5,408,460,4970,7.5,32,247,29.8,476,996,6615,6.6,380,71,176,40.3,44,65,67.7,114,887,29:59,-2,29.8,2071,4.9,56,13.3,31,5.4,65,11.3,29.8,476,372,544,68.4,4544,8.4,12.2,45,9,223,31,211,115,29.8,476,421,2071,4.9,12,103,29:59,29.8,476,372,4544,8.4,45,223
162,2,Steelers,26.4,423,1011,6327,6.3,331,75,193,38.9,34,56,60.7,94,868,30:43,2,2015,2016,26.4,1724,4.4,68,17.5,33,5.3,59,9.5,26.4,423,391,590,66.3,4603,7.8,11.8,26,21,207,33,undefined,90,26.4,423,388,1724,4.4,16,91,30:43,26.4,423,391,4603,7.8,26,207,19.9,319,1055,5809,5.5,327,90,225,40.0,28,57,49.1,121,1149,31:54,-2,19.9,1459,3.8,74,19.4,48,7.1,95,14.1,19.9,319,402,625,64.3,4350,7.0,10.8,29,17,231,48,311,89,19.9,319,382,1459,3.8,6,71,31:54,19.9,319,402,4350,7.0,29,231
163,3,Seahawks,26.4,423,1035,6058,5.9,335,99,213,46.5,27,49,55.1,117,1007,32:14,7,2015,2016,26.4,2268,4.5,69,13.8,46,8.6,117,21.9,26.4,423,333,489,68.1,3790,7.8,11.4,34,8,190,46,undefined,107,26.4,423,500,2268,4.5,10,128,32:14,26.4,423,333,3790,7.8,34,190,17.3,277,947,4668,4.9,273,67,195,34.4,16,38,42.1,94,795,29:51,-7,17.3,1304,3.6,65,18.0,37,6.3,102,17.4,17.3,277,333,548,60.8,3364,6.1,10.1,14,14,175,37,255,76,17.3,277,362,1304,3.6,10,71,29:51,17.3,277,333,3364,6.1,14,175
164,4,Buccaneers,21.4,342,1017,6014,5.9,336,84,202,41.6,27,51,52.9,143,1195,29:00,-5,2015,2016,21.4,2162,4.8,66,14.5,27,4.8,108,19.2,21.4,342,312,535,58.3,3852,7.2,12.3,22,15,201,27,undefined,83,21.4,342,455,2162,4.8,12,99,29:00,21.4,342,312,3852,7.2,22,201,26.1,417,1044,5446,5.2,351,97,211,46.0,36,56,64.3,104,859,32:35,5,26.1,1606,3.4,73,15.7,38,6.6,84,14.5,26.1,417,378,540,70.0,3840,7.1,10.2,31,11,208,38,232,101,26.1,417,466,1606,3.4,14,104,32:35,26.1,417,378,3840,7.1,31,208
165,5,Patriots,29.1,465,1050,5991,5.7,347,88,215,40.9,40,61,65.6,96,859,30:18,7,2015,2016,29.1,1404,3.7,52,13.6,38,5.7,95,14.2,29.1,465,404,629,64.2,4587,7.3,11.4,36,7,229,38,undefined,100,29.1,465,383,1404,3.7,14,87,30:18,29.1,465,404,4587,7.3,36,229,19.7,315,1042,5431,5.2,303,84,225,37.3,24,42,57.1,112,1013,30:02,-7,19.7,1580,4.0,59,14.9,49,7.6,84,13.0,19.7,315,361,596,60.6,3851,6.5,10.7,24,12,204,49,358,85,19.7,315,397,1580,4.0,8,77,30:02,19.7,315,361,3851,6.5,24,204
166,6,Falcons,21.2,339,1073,5985,5.6,359,107,227,47.1,29,53,54.7,100,969,32:20,-7,2015,2016,21.2,1606,3.8,69,16.4,32,4.9,90,13.8,21.2,339,410,621,66.0,4379,7.1,10.7,21,17,230,32,undefined,86,21.2,339,420,1606,3.8,15,95,32:20,21.2,339,410,4379,7.1,21,230,21.6,345,996,5562,5.6,335,82,191,42.9,33,53,62.3,95,728,28:25,7,21.6,1680,4.0,45,10.8,19,3.3,71,12.2,21.6,345,370,561,66.0,3882,6.9,10.5,19,15,197,19,117,86,21.6,345,416,1680,4.0,20,107,28:25,21.6,345,370,3882,6.9,19,197
167,7,Giants,26.2,420,1053,5952,5.7,331,82,217,37.8,24,54,44.4,102,779,28:29,7,2015,2016,26.2,1609,4.0,64,15.9,27,4.2,69,10.6,26.2,420,392,623,62.9,4343,7.0,11.1,36,14,208,27,undefined,93,26.2,420,403,1609,4.0,5,77,28:29,26.2,420,392,4343,7.0,36,208,27.6,442,1105,6725,6.1,367,108,230,47.0,28,52,53.8,120,1077,32:03,-7,27.6,1942,4.4,45,10.1,23,3.5,83,12.6,27.6,442,423,638,66.3,4783,7.5,11.3,31,15,236,23,137,95,27.6,442,444,1942,4.4,15,104,32:03,27.6,442,423,4783,7.5,31,236
168,8,Chargers,20.0,320,1100,5949,5.4,344,97,231,42.0,28,44,63.6,117,942,32:51,-4,2015,2016,20.0,1358,3.5,80,20.4,40,5.7,110,15.6,20.0,320,442,667,66.3,4591,6.9,10.4,30,13,230,40,undefined,93,20.0,320,393,1358,3.5,4,79,32:51,20.0,320,442,4591,6.9,30,230,24.9,398,959,5791,6.0,299,74,195,37.9,23,46,50.0,120,976,29:41,4,24.9,2005,4.8,69,16.5,32,5.9,75,13.8,24.9,398,328,510,64.3,3786,7.4,11.5,22,11,170,32,222,92,24.9,398,417,2005,4.8,17,101,29:41,24.9,398,328,3786,7.4,22,170
169,9,Jets,24.2,387,1074,5925,5.5,329,93,229,40.6,35,53,66.0,96,787,31:20,6,2015,2016,24.2,1868,4.2,67,15.0,22,3.5,71,11.3,24.2,387,362,604,59.9,4057,6.7,11.2,33,16,210,22,undefined,87,24.2,387,448,1868,4.2,11,99,31:20,24.2,387,362,4057,6.7,33,210,19.6,314,1013,5098,5.0,271,77,232,33.2,14,40,35.0,90,767,29:21,-6,19.6,1335,3.6,58,15.5,39,6.1,116,18.1,19.6,314,343,601,57.1,3763,6.3,11.0,25,18,185,39,278,77,19.6,314,373,1335,3.6,4,62,29:21,19.6,314,343,3763,6.3,25,185
170,10,Panthers,31.2,500,1060,5871,5.5,357,86,203,42.4,43,63,68.3,103,887,32:03,20,2015,2016,31.2,2282,4.3,65,12.4,33,6.2,59,11.0,31.2,500,300,501,59.9,3589,7.2,12.0,35,10,197,33,undefined,97,31.2,500,526,2282,4.3,21,136,32:03,31.2,500,300,3589,7.2,35,197,19.2,308,1058,5167,4.9,298,86,227,37.9,21,40,52.5,99,822,29:33,-20,19.2,1415,3.9,77,21.2,44,6.3,106,15.3,19.2,308,390,650,60.0,3752,5.8,9.6,21,24,198,44,302,72,19.2,308,364,1415,3.9,11,74,29:33,19.2,308,390,3752,5.8,21,198
171,11,Eagles,23.6,377,1102,5830,5.3,339,91,230,39.6,24,43,55.8,104,819,26:06,-5,2015,2016,23.6,1743,3.9,71,16.1,37,5.6,89,13.5,23.6,377,405,623,65.0,4087,6.6,10.1,23,18,193,37,undefined,84,23.6,377,442,1743,3.9,15,110,26:06,23.6,377,405,4087,6.6,23,193,26.9,430,1148,6426,5.6,365,99,231,42.9,40,61,65.6,123,1051,34:09,5,26.9,2153,4.5,76,15.9,37,5.5,81,12.1,26.9,430,394,633,62.2,4273,6.8,10.8,36,15,239,37,243,91,26.9,430,478,2153,4.5,10,100,34:09,26.9,430,394,4273,6.8,36,239
172,12,Bills,23.7,379,1016,5775,5.7,297,86,227,37.9,19,38,50.0,143,1249,31:18,6,2015,2016,23.7,2432,4.8,76,14.9,42,8.3,74,14.6,23.7,379,295,465,63.4,3343,7.2,11.3,23,9,155,42,undefined,93,23.7,379,509,2432,4.8,19,122,31:18,23.7,379,295,3343,7.2,23,155,22.4,359,1017,5702,5.6,321,85,210,40.5,27,45,60.0,113,906,29:42,-6,22.4,1730,4.4,43,10.9,21,3.4,73,11.7,22.4,359,347,602,57.6,3972,6.6,11.4,30,17,197,21,125,82,22.4,359,394,1730,4.4,10,87,29:42,22.4,359,347,3972,6.6,30,197
173,13,Ravens,20.5,328,1083,5749,5.3,323,85,226,37.6,23,47,48.9,122,1153,31:32,-14,2015,2016,20.5,1478,3.9,63,16.4,24,3.4,82,11.7,20.5,328,426,676,63.0,4271,6.3,10.0,21,21,211,24,undefined,78,20.5,328,383,1478,3.9,8,89,31:32,20.5,328,426,4271,6.3,21,211,25.1,401,1000,5398,5.4,311,86,216,39.8,25,47,53.2,103,748,31:36,14,25.1,1661,4.0,73,17.5,37,6.4,94,16.2,25.1,401,350,545,64.2,3737,6.9,10.7,30,6,189,37,220,98,25.1,401,418,1661,4.0,10,80,31:36,25.1,401,350,3737,6.9,30,189
174,14,Bengals,26.2,419,1004,5728,5.7,324,81,201,40.3,38,58,65.5,111,917,31:13,11,2015,2016,26.2,1805,3.9,60,12.8,32,6.0,59,11.0,26.2,419,334,505,66.1,3923,7.8,11.7,31,9,191,32,undefined,103,26.2,419,467,1805,3.9,18,99,31:13,26.2,419,334,3923,7.8,31,191,17.4,279,1032,5453,5.3,307,86,218,39.4,18,38,47.4,116,1063,30:49,-11,17.4,1477,4.3,68,19.8,42,6.1,109,15.8,17.4,279,415,646,64.2,3976,6.2,9.6,18,21,202,42,288,77,17.4,279,344,1477,4.3,8,74,30:49,17.4,279,415,3976,6.2,18,202
175,15,Broncos,22.2,355,1056,5688,5.4,314,79,224,35.3,21,44,47.7,115,1063,30:30,-4,2015,2016,22.2,1718,4.2,72,17.5,39,6.0,98,15.2,22.2,355,368,606,60.7,3970,6.6,10.8,19,23,201,39,undefined,75,22.2,355,411,1718,4.2,13,85,30:30,22.2,355,368,3970,6.6,19,201,18.5,296,1033,4530,4.4,289,80,227,35.2,22,37,59.5,104,773,31:37,4,18.5,1337,3.3,75,18.4,52,8.3,121,19.4,18.5,296,344,573,60.0,3193,5.6,9.3,19,14,162,52,351,76,18.5,296,408,1337,3.3,10,81,31:37,18.5,296,344,3193,5.6,19,162
176,16,Redskins,24.2,388,1011,5661,5.6,317,94,216,43.5,30,49,61.2,105,827,32:45,5,2015,2016,24.2,1566,3.7,67,15.6,27,4.6,79,13.6,24.2,388,386,555,69.5,4095,7.4,10.6,30,11,208,27,undefined,101,24.2,388,429,1566,3.7,9,81,32:45,24.2,388,386,4095,7.4,30,208,23.7,379,1010,6090,6.0,329,78,207,37.7,27,49,55.1,112,955,28:26,-5,23.7,1962,4.8,59,14.5,38,6.3,77,12.7,23.7,379,354,566,62.5,4128,7.3,11.7,30,11,202,38,264,94,23.7,379,406,1962,4.8,12,103,28:26,23.7,379,354,4128,7.3,30,202
177,17,Jaguars,23.5,376,1012,5581,5.5,313,72,205,35.1,29,54,53.7,105,880,28:52,-10,2015,2016,23.5,1473,4.2,61,17.2,51,7.8,93,14.1,23.5,376,355,607,58.5,4108,6.8,11.6,35,18,215,51,undefined,86,23.5,376,354,1473,4.2,5,69,28:52,23.5,376,355,4108,6.8,35,215,28.0,448,1102,6000,5.4,362,105,227,46.3,35,57,61.4,114,989,33:47,10,28.0,1709,3.7,78,16.8,36,5.6,76,11.9,28.0,448,390,602,64.8,4291,7.1,11.0,29,9,222,36,237,96,28.0,448,464,1709,3.7,15,102,33:47,28.0,448,390,4291,7.1,29,222
178,18,Texans,21.2,339,1127,5564,4.9,335,96,249,38.6,26,45,57.8,107,910,31:48,5,2015,2016,21.2,1731,3.7,57,12.1,36,5.5,80,12.2,21.2,339,358,619,57.8,3833,6.2,10.7,29,12,210,36,undefined,84,21.2,339,472,1731,3.7,7,90,31:48,21.2,339,358,3833,6.2,29,210,19.6,313,986,4963,5.0,281,61,214,28.5,22,39,56.4,116,991,29:12,-5,19.6,1597,4.1,80,20.6,45,7.5,106,17.7,19.6,313,326,553,59.0,3366,6.1,10.3,24,14,173,45,311,80,19.6,313,388,1597,4.1,10,79,29:12,19.6,313,326,3366,6.1,24,173
179,19,Lions,22.4,358,1030,5547,5.4,337,75,203,36.9,34,49,69.4,104,930,32:30,-6,2015,2016,22.4,1335,3.8,77,21.8,44,6.5,106,15.7,22.4,358,420,632,66.5,4212,6.7,10.0,33,14,236,44,undefined,93,22.4,358,354,1335,3.8,7,71,32:30,22.4,358,420,4212,6.7,33,236,25.0,400,999,5594,5.6,319,82,200,41.0,37,59,62.7,96,785,29:17,6,25.0,1808,4.2,83,19.4,43,7.5,104,18.2,25.0,400,360,528,68.2,3786,7.2,10.5,27,9,191,43,279,99,25.0,400,428,1808,4.2,19,96,29:17,25.0,400,360,3786,7.2,27,191
180,20,Bears,20.9,335,1025,5514,5.4,312,93,219,42.5,24,50,48.0,99,909,31:29,-4,2015,2016,20.9,1854,4.0,55,11.8,34,6.1,81,14.5,20.9,335,334,523,63.9,3660,7.0,11.0,21,12,177,34,undefined,88,20.9,335,468,1854,4.0,13,108,31:29,20.9,335,334,3660,7.0,21,177,24.8,397,980,5527,5.6,307,89,201,44.3,27,45,60.0,98,895,29:26,4,24.8,1934,4.5,56,12.9,35,6.4,92,16.8,24.8,397,322,512,62.9,3593,7.0,11.2,31,8,182,35,237,97,24.8,397,433,1934,4.5,9,103,29:26,24.8,397,322,3593,7.0,31,182
181,21,Cowboys,17.2,275,969,5361,5.5,307,66,191,34.6,20,45,44.4,112,879,31:07,-22,2015,2016,17.2,1890,4.6,64,15.7,33,5.9,60,10.7,17.2,275,334,528,63.3,3471,6.6,10.4,16,22,175,33,undefined,75,17.2,275,408,1890,4.6,8,94,31:07,17.2,275,334,3471,6.6,16,175,23.4,374,998,5566,5.6,317,81,208,38.9,25,49,51.0,113,898,29:08,22,23.4,1934,4.2,75,16.3,31,5.8,72,13.4,23.4,374,330,506,65.2,3632,7.2,11.0,19,8,172,31,229,92,23.4,374,461,1934,4.2,16,113,29:08,23.4,374,330,3632,7.2,19,172
182,22,Packers,23.0,368,1056,5353,5.1,317,70,208,33.7,28,52,53.8,105,906,30:08,5,2015,2016,23.0,1850,4.2,83,19.0,47,7.6,101,16.3,23.0,368,348,573,60.7,3503,6.1,10.1,31,8,173,47,undefined,90,23.0,368,436,1850,4.2,9,100,30:08,23.0,368,348,3503,6.1,31,173,20.2,323,1014,5547,5.5,300,79,220,35.9,28,49,57.1,120,1107,30:52,-5,20.2,1905,4.5,85,20.2,43,7.2,94,15.8,20.2,323,321,551,58.3,3642,6.6,11.3,20,16,183,43,256,78,20.2,323,420,1905,4.5,13,96,30:52,20.2,323,321,3642,6.6,20,183
183,23,Raiders,22.4,359,1008,5336,5.3,300,86,220,39.1,25,41,61.0,139,1102,30:34,1,2015,2016,22.4,1457,3.9,60,16.2,33,5.2,64,10.0,22.4,359,373,605,61.7,3879,6.4,10.4,34,14,193,33,undefined,89,22.4,359,370,1457,3.9,7,74,30:34,22.4,359,373,3879,6.4,34,193,24.9,399,1085,5818,5.4,344,84,224,37.5,30,58,51.7,104,943,31:58,-1,24.9,1678,4.1,77,19.0,38,5.6,77,11.3,24.9,399,404,641,63.0,4140,6.5,10.2,25,14,206,38,211,85,24.9,399,406,1678,4.1,12,94,31:58,24.9,399,404,4140,6.5,25,206
184,24,Browns,17.4,278,1042,5311,5.1,307,95,227,41.9,18,47,38.3,120,1083,31:01,-9,2015,2016,17.4,1529,4.0,85,22.4,53,8.0,126,19.0,17.4,278,371,609,60.9,3782,6.2,10.2,20,12,192,53,undefined,81,17.4,278,380,1529,4.0,5,81,31:01,17.4,278,371,3782,6.2,20,192,27.0,432,998,6067,6.1,321,81,203,39.9,36,62,58.1,108,833,30:08,9,27.0,2055,4.5,54,11.8,29,5.4,71,13.1,27.0,432,322,511,63.0,4012,7.9,12.5,34,11,186,29,157,101,27.0,432,458,2055,4.5,11,104,30:08,27.0,432,322,4012,7.9,34,186
185,25,Dolphins,19.4,310,977,5307,5.4,291,63,205,30.7,23,43,53.5,134,1090,27:22,-3,2015,2016,19.4,1496,4.3,67,19.5,45,7.1,107,16.9,19.4,310,365,588,62.1,3811,6.5,10.4,24,12,194,45,undefined,86,19.4,310,344,1496,4.3,11,72,27:22,19.4,310,365,3811,6.5,24,194,24.3,389,1075,6019,5.6,351,96,221,43.4,30,50,60.0,121,1005,33:38,3,24.3,2019,4.0,80,15.9,31,5.4,76,13.3,24.3,389,350,542,64.6,4000,7.4,11.4,31,13,203,31,225,96,24.3,389,502,2019,4.0,13,112,33:38,24.3,389,350,4000,7.4,31,203
